hhid,pid,gen,dob_m,dob_y,intrv_m,popgrp,mar
500194,733215,Female,February,1987.0,October,1.0,1.0
500194,736426,Male,June,2007.0,October,1.0,
500194,774362,Male,February,2016.0,October,1.0,
500195,491165,Female,June,1998.0,November,2.0,1.0
500195,726856,Male,December,1995.0,November,2.0,1.0
500195,763837,Female,May,1973.0,November,2.0,
500197,315348,Female,September,1983.0,August,1.0,2.0
500197,408379,Male,December,2004.0,August,1.0,
500197,501870,Male,January,1979.0,August,1.0,2.0
500197,620035,Female,October,2008.0,August,1.0,
500198,323280,Female,February,1942.0,March,2.0,
500198,403402,Female,October,1994.0,March,1.0,
500198,412412,Male,July,1997.0,March,1.0,
500198,412413,Female,November,2001.0,March,1.0,
500198,620477,Female,December,2008.0,March,1.0,
500198,630745,Female,December,2010.0,March,1.0,
500198,730864,Female,February,1990.0,March,1.0,
500198,730930,Female,January,1961.0,March,2.0,1.0
500198,731794,Male,February,2012.0,March,1.0,
500198,734182,Female,April,1985.0,March,2.0,1.0
500198,734401,Male,December,2007.0,March,1.0,
500198,745096,Female,July,2000.0,March,1.0,
500198,767406,Male,December,1997.0,March,1.0,
500198,768983,Male,September,1993.0,March,1.0,
500198,778720,Male,April,1961.0,March,1.0,1.0
500198,792406,Female,March,2003.0,March,1.0,
500199,481020,Female,February,2007.0,August,1.0,
500199,726578,Female,March,2012.0,August,1.0,
500199,751208,Male,April,1987.0,August,1.0,2.0
500199,757605,Female,August,1988.0,August,1.0,2.0
500199,788068,Female,September,2016.0,August,1.0,
500200,312774,Female,October,1926.0,June,1.0,
500200,702210,Female,April,2014.0,June,1.0,
500200,702677,Female,June,2013.0,June,1.0,
500200,732533,Male,December,2010.0,June,1.0,
500200,786000,Female,September,1963.0,June,1.0,
500201,409163,Female,August,1994.0,April,1.0,
500201,668911,Female,November,2014.0,April,1.0,
500203,313654,Male,March,1982.0,September,1.0,
500203,313675,Female,August,1963.0,September,1.0,
500203,410026,Female,October,1999.0,September,1.0,
500203,701540,Male,June,2010.0,September,1.0,
500203,733468,Female,October,2007.0,September,1.0,
500204,310207,Female,June,1954.0,February,1.0,
500204,310208,Female,October,1985.0,February,1.0,
500204,630114,Male,October,2010.0,February,1.0,
500205,307377,Male,March,1963.0,November,1.0,1.0
500205,767858,Male,July,1980.0,November,1.0,
500207,314459,Female,March,1979.0,May,1.0,
500207,409232,Male,November,2000.0,May,1.0,
500207,409233,Female,October,1998.0,May,1.0,
500207,798395,Male,August,2011.0,May,1.0,
500208,301131,Female,June,1984.0,March,1.0,
500208,690211,Male,June,2013.0,March,1.0,
500208,732074,Male,November,1979.0,March,1.0,
500209,615578,Female,September,1958.0,August,4.0,1.0
500209,633662,Male,June,1957.0,August,4.0,1.0
500210,301123,Female,February,1970.0,July,1.0,3.0
500210,391173,Female,July,1992.0,July,1.0,
500210,401526,Female,February,2003.0,July,1.0,
500210,401903,Male,November,1997.0,July,1.0,
500210,671033,Female,April,2016.0,July,1.0,
500211,303012,Female,February,1979.0,March,1.0,
500211,401153,Female,April,2001.0,March,1.0,
500211,405303,Female,May,1996.0,March,1.0,3.0
500211,691540,Male,October,2016.0,March,1.0,
500212,402202,Male,April,1994.0,February,1.0,
500212,402377,Male,August,2001.0,February,1.0,
500212,402379,Male,March,2006.0,February,1.0,
500212,701229,Female,July,1992.0,February,1.0,3.0
500212,703048,Male,March,2015.0,February,1.0,
500212,771869,Female,July,2013.0,February,1.0,
500212,774233,Male,December,1996.0,February,1.0,
500212,780279,Female,September,1984.0,February,1.0,
500212,786488,Male,July,2007.0,February,1.0,
500212,788288,Male,May,1995.0,February,1.0,
500212,788851,Female,December,1972.0,February,1.0,3.0
500213,306622,Male,December,1963.0,April,1.0,2.0
500213,308579,Female,May,1964.0,April,1.0,2.0
500213,308580,Female,August,1992.0,April,1.0,
500213,402420,Male,August,1997.0,April,1.0,
500213,403807,Male,October,2003.0,April,1.0,
500213,403808,Male,September,2007.0,April,1.0,
500213,648764,Male,March,2015.0,April,1.0,
500214,309222,Female,November,1983.0,February,1.0,
500214,402784,Male,February,2006.0,February,1.0,
500214,714962,Female,March,1999.0,February,1.0,
500214,759832,Female,November,1987.0,February,1.0,
500214,785567,Female,January,1996.0,February,1.0,
500214,787871,Female,December,2010.0,February,1.0,
500214,796737,Male,December,2012.0,February,1.0,
500215,307277,Female,November,1961.0,July,1.0,2.0
500215,307279,Male,January,1992.0,July,1.0,3.0
500215,700876,Male,November,2012.0,July,1.0,
500215,731595,Male,May,1956.0,July,1.0,2.0
500215,767494,Female,June,1933.0,July,1.0,
500216,307398,Female,January,1991.0,April,1.0,1.0
500216,670359,Male,November,2014.0,April,1.0,
500216,765578,Male,January,1986.0,April,1.0,1.0
500217,406859,Male,March,1996.0,July,1.0,
500217,733957,Female,March,1975.0,July,1.0,1.0
500217,770706,Female,May,2009.0,July,1.0,
500218,304687,Male,October,1950.0,August,1.0,1.0
500218,706575,Female,January,2016.0,August,1.0,
500218,738423,Female,November,1952.0,August,1.0,1.0
500218,739800,Male,January,1990.0,August,1.0,3.0
500218,746296,Male,June,1980.0,August,1.0,1.0
500218,746599,Female,September,2011.0,August,1.0,
500218,748615,Female,September,1988.0,August,1.0,1.0
500218,763823,Male,August,2007.0,August,1.0,
500218,765255,Male,November,2015.0,August,1.0,
500218,778473,Female,December,2007.0,August,1.0,
500219,311868,Female,September,1962.0,March,1.0,
500219,311869,Female,June,1924.0,March,1.0,
500219,313620,Male,December,1989.0,March,1.0,2.0
500219,313621,Male,July,1965.0,March,1.0,
500219,407017,Male,August,1999.0,March,1.0,
500219,407064,Female,September,2007.0,March,1.0,
500219,407065,Male,May,2002.0,March,1.0,
500219,407066,Male,October,1994.0,March,1.0,3.0
500219,748579,Female,October,1994.0,March,1.0,1.0
500219,774718,Male,November,2015.0,March,1.0,
500219,782693,Male,March,2012.0,March,1.0,
500219,793249,Male,September,1958.0,March,1.0,
500221,403282,Female,July,1997.0,September,1.0,
500221,403365,Male,May,1995.0,September,1.0,
500221,658346,Male,September,2014.0,September,1.0,
500221,725103,Male,May,2000.0,September,1.0,
500221,725105,Female,August,1989.0,September,1.0,
500221,725106,Male,February,2009.0,September,1.0,
500221,732782,Male,February,2011.0,September,1.0,
500221,734087,Male,May,1962.0,September,1.0,1.0
500222,410127,Female,October,1994.0,May,1.0,3.0
500222,749283,Female,May,1963.0,May,1.0,
500223,403598,Female,January,1995.0,May,1.0,
500223,741644,Male,September,1991.0,May,1.0,
500223,749763,Female,July,1966.0,May,1.0,
500223,766702,Male,February,1964.0,May,1.0,
500223,770398,Male,June,1974.0,May,1.0,
500224,311756,Male,June,1989.0,April,1.0,2.0
500224,311763,Female,November,1983.0,April,1.0,
500224,311764,Male,April,1989.0,April,1.0,
500224,405252,Female,August,2005.0,April,1.0,
500224,762515,Female,April,1998.0,April,1.0,2.0
500225,707519,Male,July,2004.0,May,1.0,
500225,709420,Female,March,1978.0,May,1.0,
500225,764263,Female,December,1964.0,May,1.0,
500225,770711,Female,August,2009.0,May,1.0,
500225,795115,Female,October,2012.0,May,1.0,
500226,305632,Female,March,1966.0,October,1.0,3.0
500226,720579,Female,January,1993.0,October,1.0,
500226,744666,Female,July,2015.0,October,1.0,
500227,305114,Female,March,1950.0,July,1.0,
500227,305123,Female,June,1977.0,July,1.0,3.0
500227,492350,Male,April,1997.0,July,1.0,3.0
500227,492355,Male,September,2000.0,July,1.0,
500227,492391,Male,April,2002.0,July,1.0,
500227,492392,Male,November,2002.0,July,1.0,
500227,492393,Female,July,2006.0,July,1.0,
500227,662503,Female,January,2013.0,July,1.0,
500227,763017,Female,November,1961.0,July,1.0,
500228,304427,Female,June,1927.0,July,1.0,
500229,318002,Female,January,1968.0,May,1.0,
500229,318029,Female,December,1989.0,May,1.0,
500229,407284,Male,March,2003.0,May,1.0,
500229,621075,Female,November,2010.0,May,1.0,
500229,704051,Female,September,1995.0,May,1.0,3.0
500229,747383,Male,September,2004.0,May,,
500231,770387,Male,June,1948.0,November,1.0,1.0
500232,381562,Female,May,1980.0,September,2.0,
500232,407840,Female,November,2007.0,September,2.0,
500232,407843,Male,July,1998.0,September,2.0,
500233,304770,Female,January,1990.0,June,1.0,
500234,316435,Male,November,1988.0,October,1.0,3.0
500235,310152,Male,August,1972.0,April,1.0,1.0
500235,723227,Male,March,2010.0,April,1.0,
500235,738373,Female,January,1971.0,April,1.0,2.0
500238,320434,Female,June,1964.0,March,4.0,1.0
500238,320435,Male,October,1962.0,March,4.0,1.0
500238,410803,Male,July,1994.0,March,4.0,
500238,759217,Female,August,2012.0,March,4.0,
500238,785300,Female,June,1989.0,March,4.0,
500239,306169,Male,March,1971.0,March,1.0,2.0
500239,705423,Male,October,2011.0,March,1.0,
500239,728079,Female,May,1972.0,March,1.0,2.0
500239,733971,Female,September,2009.0,March,1.0,
500239,734352,Female,June,1989.0,March,1.0,
500239,739115,Male,May,2003.0,March,1.0,
500239,742130,Female,April,2006.0,March,1.0,
500243,401914,Female,September,1994.0,February,1.0,
500244,591458,Male,January,1985.0,March,1.0,1.0
500244,745524,Female,August,1995.0,March,1.0,1.0
500245,407573,Female,February,2005.0,April,1.0,
500245,713642,Female,February,1997.0,April,1.0,
500245,737716,Male,January,1995.0,April,1.0,
500245,765887,Male,January,1978.0,April,1.0,
500245,766836,Male,December,2001.0,April,1.0,
500245,775247,Male,November,2000.0,April,1.0,
500246,301799,Female,December,1982.0,February,1.0,3.0
500246,301835,Male,October,1966.0,February,1.0,
500246,402827,Male,August,1999.0,February,1.0,
500247,410051,Female,March,2002.0,July,1.0,
500247,730463,Female,November,1992.0,July,1.0,
500248,311029,Female,May,1983.0,February,1.0,
500250,312736,Female,May,1991.0,June,1.0,
500250,312737,Male,May,1983.0,June,1.0,3.0
500250,312738,Female,September,1985.0,June,1.0,1.0
500250,312740,Female,January,1962.0,June,1.0,
500250,409435,Female,August,1995.0,June,1.0,
500250,409436,Male,August,1999.0,June,1.0,
500250,409437,Male,February,2003.0,June,1.0,
500250,630215,Female,December,2010.0,June,1.0,
500250,731150,Female,October,2001.0,June,1.0,
500251,304984,Male,August,1990.0,March,1.0,
500251,401413,Male,January,1998.0,March,1.0,
500251,401586,Male,January,1998.0,March,1.0,
500253,407389,Male,July,1997.0,September,1.0,
500254,302137,Male,March,1975.0,June,1.0,1.0
500254,302138,Female,February,1980.0,June,1.0,1.0
500254,401039,Female,December,1999.0,June,1.0,
500254,620155,Male,June,2008.0,June,1.0,
500254,630828,Female,October,2010.0,June,1.0,
500254,649912,Male,May,2014.0,June,1.0,
500255,321507,Male,February,1991.0,May,2.0,2.0
500255,775457,Male,February,1993.0,May,2.0,2.0
500261,302902,Male,October,1973.0,May,1.0,1.0
500261,309661,Female,July,1974.0,May,1.0,1.0
500262,304609,Male,October,1981.0,March,1.0,2.0
500262,706540,Male,March,2008.0,March,1.0,
500262,766287,Female,April,1987.0,March,1.0,2.0
500262,795523,Female,May,2004.0,March,1.0,
500263,315933,Female,March,1984.0,May,1.0,1.0
500263,409353,Male,April,2002.0,May,1.0,
500263,409354,Male,July,2005.0,May,1.0,
500263,603900,Female,June,2015.0,May,1.0,
500263,751325,Female,May,1999.0,May,1.0,
500264,322801,Female,December,1979.0,October,2.0,
500264,322811,Female,October,1955.0,October,2.0,2.0
500264,411879,Female,April,1997.0,October,2.0,
500264,411888,Female,July,2005.0,October,2.0,
500264,411897,Female,August,2002.0,October,2.0,
500264,591070,Female,August,1982.0,October,2.0,
500264,722652,Male,August,1975.0,October,2.0,2.0
500265,302115,Male,June,1964.0,March,1.0,1.0
500266,321889,Female,October,1972.0,April,1.0,
500266,411005,Male,October,2003.0,April,1.0,
500266,411006,Male,December,2006.0,April,1.0,
500266,718535,Male,November,2012.0,April,1.0,
500266,735298,Female,July,1993.0,April,1.0,
500268,312203,Male,October,1965.0,July,1.0,
500268,407266,Female,October,2004.0,July,1.0,
500268,583118,Male,March,1961.0,July,1.0,
500268,721954,Female,January,1971.0,July,1.0,
500268,721955,Male,April,1957.0,July,1.0,
500268,721956,Male,January,2010.0,July,1.0,
500268,750727,Female,January,2012.0,July,1.0,
500268,791526,Male,June,1999.0,July,1.0,
500270,304268,Female,April,1985.0,March,1.0,
500270,779387,Male,March,1990.0,March,2.0,
500272,409992,Male,March,2000.0,May,1.0,
500272,409993,Female,October,2006.0,May,1.0,
500272,409994,Female,August,2004.0,May,1.0,
500272,716062,Female,September,2001.0,May,1.0,
500272,717088,Male,April,1990.0,May,1.0,
500272,726613,Male,February,2012.0,May,1.0,
500272,729311,Male,October,2009.0,May,1.0,
500272,730238,Female,October,1930.0,May,1.0,
500272,766954,Female,June,1987.0,May,1.0,
500272,781888,Male,October,1987.0,May,1.0,
500273,320475,Female,June,1946.0,September,4.0,
500274,306303,Female,June,1989.0,April,1.0,
500274,306320,Female,November,1952.0,April,1.0,
500274,605092,Male,April,2014.0,April,1.0,
500274,630982,Male,April,2010.0,April,1.0,
500275,322583,Male,February,1981.0,March,1.0,
500276,312321,Male,November,1986.0,October,1.0,2.0
500276,761371,Female,February,1984.0,October,1.0,2.0
500279,323775,Female,August,1988.0,July,2.0,
500279,412264,Male,May,2007.0,July,2.0,
500279,620502,Male,August,2009.0,July,2.0,
500280,391294,Female,January,1985.0,February,1.0,
500280,630875,Male,December,2011.0,February,1.0,
500281,323016,Female,October,1972.0,March,1.0,
500281,412605,Female,February,1998.0,March,1.0,
500281,591107,Female,March,1991.0,March,1.0,
500281,620453,Male,June,2010.0,March,1.0,
500281,643806,Female,May,2013.0,March,1.0,
500281,661552,Female,August,2014.0,March,1.0,
500282,591404,Male,July,1970.0,May,1.0,2.0
500282,732153,Male,March,2002.0,May,1.0,
500282,734835,Female,March,1971.0,May,1.0,2.0
500283,308701,Female,April,1983.0,March,1.0,
500283,491678,Male,February,2008.0,March,1.0,
500284,412491,Female,February,1994.0,April,2.0,
500284,757077,Male,January,2013.0,April,2.0,
500284,761559,Female,September,1985.0,April,2.0,
500284,765288,Male,September,2007.0,April,2.0,
500285,311739,Female,March,1960.0,April,1.0,
500285,401564,Female,September,1996.0,April,1.0,
500285,401871,Male,August,2001.0,April,1.0,
500285,402418,Male,July,2005.0,April,1.0,
500285,405254,Male,August,1998.0,April,1.0,
500285,711144,Male,February,1980.0,April,,
500285,717231,Male,February,1980.0,April,1.0,
500287,320418,Male,May,1981.0,February,1.0,3.0
500287,320419,Female,November,1983.0,February,1.0,3.0
500287,322403,Male,July,1989.0,February,1.0,3.0
500287,502103,Female,May,1978.0,February,1.0,3.0
500287,620521,Female,February,2010.0,February,1.0,
500288,314439,Female,June,1941.0,April,1.0,
500288,409214,Female,December,2007.0,April,1.0,
500289,318909,Male,December,1988.0,April,1.0,
500289,318911,Female,July,1939.0,April,1.0,
500289,411401,Male,December,2005.0,April,1.0,
500289,707787,Female,June,1962.0,April,,
500289,714916,Female,August,2014.0,April,1.0,
500289,734228,Female,December,1974.0,April,1.0,3.0
500289,734807,Female,October,2007.0,April,1.0,
500289,736081,Female,January,2001.0,April,1.0,
500289,778586,Female,February,1967.0,April,,
500289,782301,Female,September,1979.0,April,,
500289,799911,Female,March,1972.0,April,,
500290,308273,Female,June,1947.0,October,4.0,
500291,301589,Male,January,1982.0,July,1.0,2.0
500291,758967,Female,October,1988.0,July,1.0,2.0
500291,780941,Female,July,2010.0,July,1.0,
500293,315324,Female,September,1976.0,October,1.0,3.0
500294,306269,Female,August,1976.0,October,1.0,1.0
500294,402886,Male,December,2007.0,October,1.0,
500294,688830,Male,March,2014.0,October,1.0,
500294,713053,Female,September,2001.0,October,2.0,
500294,715126,Female,September,1994.0,October,2.0,
500294,738526,Male,December,1998.0,October,1.0,
500294,750377,Female,July,2006.0,October,2.0,
500294,780303,Female,February,2017.0,October,2.0,
500294,783330,Female,April,1993.0,October,1.0,
500294,796820,Female,October,1961.0,October,2.0,
500295,312467,Male,October,1965.0,August,1.0,1.0
500295,312468,Female,November,1972.0,August,1.0,1.0
500295,408557,Male,January,2004.0,August,1.0,
500295,408558,Male,February,2005.0,August,1.0,
500295,408559,Male,March,2008.0,August,1.0,
500296,303750,Male,June,1990.0,February,1.0,
500296,728090,Female,May,2012.0,February,1.0,
500296,769337,Male,October,2001.0,February,1.0,
500296,769649,Male,March,1977.0,February,1.0,1.0
500296,799017,Female,June,1985.0,February,1.0,1.0
500298,618404,Female,October,1991.0,September,4.0,1.0
500298,664909,Male,October,1988.0,September,4.0,1.0
500298,697614,Female,March,2015.0,September,4.0,
500300,664316,Female,October,1993.0,August,1.0,
500302,619219,Male,December,1956.0,October,4.0,
500303,303711,Female,August,1987.0,March,1.0,1.0
500303,675460,Female,September,2016.0,March,1.0,
500303,798976,Male,February,1985.0,March,1.0,2.0
500305,626268,Female,June,1961.0,December,4.0,1.0
500305,683004,Male,March,1973.0,December,1.0,1.0
500306,324442,Male,February,1966.0,August,2.0,
500307,301654,Male,March,1988.0,May,1.0,
500307,301655,Male,November,1984.0,May,1.0,
500307,303946,Female,July,1991.0,May,1.0,
500307,303955,Female,May,1961.0,May,1.0,
500307,404982,Male,June,2007.0,May,1.0,
500307,620691,Male,March,2010.0,May,1.0,
500307,723502,Male,June,2003.0,May,1.0,
500307,723503,Female,March,1992.0,May,1.0,
500307,769044,Male,March,2017.0,May,1.0,
500307,778870,Female,November,2008.0,May,1.0,
500308,310286,Male,October,1959.0,April,1.0,1.0
500308,311755,Female,June,1967.0,April,1.0,1.0
500308,403530,Male,May,2004.0,April,1.0,
500308,403539,Female,June,2001.0,April,1.0,
500308,405256,Male,January,1999.0,April,1.0,
500308,676750,Male,May,2016.0,April,1.0,
500310,306288,Female,April,1975.0,June,1.0,
500311,321757,Female,March,1982.0,May,1.0,1.0
500311,411047,Male,February,2003.0,May,1.0,
500311,502218,Male,November,1981.0,May,1.0,1.0
500313,304911,Female,September,1949.0,June,1.0,
500313,404407,Female,August,2005.0,June,2.0,
500313,404409,Female,September,1997.0,June,2.0,
500313,654118,Male,July,2016.0,June,2.0,
