hhid,mrt24mnth,mrtdod_m1,mrtdod_y1,mrtdod_m2,mrtdod_y2,toishr,enrgelec,refrem,empl,rent,grn,tinc,ownrad,ownhif,owntel,ownsat,ownvid,owncom,owncam,owncel,ownelestv,owngasstv,ownparstv,ownmic,ownfrg,ownwsh,ownvehpri,mrtage1,mrtage2,dwltyp,watsrc,watdis,toi,enrgck,enrght,enrglght,tinc_brac1,tinc_brac2,tinc_brac3,tinc_brac4,tinc_brac5,tinc_brac6,tellnd,prov,geo
508988,No,,,,,No,Yes,Yes,No,No,Yes,2530.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
508989,Yes,September,2015.0,,,No,Yes,Yes,Yes,No,Yes,6000.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,23.0,,1.0,2.0,,1.0,1.0,5.0,1.0,,,,,,,3.0,6.0,3
508990,No,,,,,No,Yes,Yes,No,No,Yes,21000.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,5.0,3
508991,No,,,,,No,Yes,Yes,No,No,No,20000.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,5.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,4.0,3
508992,No,,,,,No,Yes,No,Yes,No,Yes,13700.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,,1.0,2.0,,3.0,1.0,1.0,1.0,,,,,,,3.0,8.0,2
508993,No,,,,,Yes,Yes,Yes,Yes,No,No,2500.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,9.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
508994,No,,,,,No,Yes,No,No,No,Yes,3550.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,9.0,5.0,5.0,5.0,5.0,1.0,,,,,,,3.0,2.0,2
508995,No,,,,,Yes,Yes,No,No,No,Yes,2880.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,11.0,1.0,,,,,,,3.0,2.0,3
508996,No,,,,,No,Yes,Yes,Yes,No,Yes,2000.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,6.0,3
508999,No,,,,,No,Yes,Yes,Yes,No,Yes,2800.0,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
509001,Yes,August,2015.0,,,No,Yes,Yes,No,No,Yes,2100.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,30.0,,1.0,1.0,,2.0,1.0,4.0,1.0,,,,,,,3.0,2.0,3
509002,No,,,,,No,Yes,No,Yes,No,Yes,2120.0,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,,,,3.0,1.0,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
509004,No,,,,,No,No,No,Yes,No,No,2000.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,6.0,3.0,1.0,5.0,5.0,5.0,7.0,,,,,,,3.0,9.0,2
509005,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,5.0,3
509006,No,,,,,Yes,Yes,Yes,Yes,No,No,25000.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,6.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
509007,No,,,,,No,Yes,Yes,Yes,No,Yes,8000.0,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
509008,No,,,,,No,Yes,Yes,Yes,No,No,20000.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,6.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,4.0,3
509009,No,,,,,No,Yes,No,Yes,No,Yes,6500.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,6.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
509010,No,,,,,No,Yes,Yes,Yes,No,Yes,4260.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
509011,No,,,,,No,Yes,Yes,No,Yes,No,20000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,3.0,7.0,3
509012,No,,,,,No,Yes,Yes,Yes,No,Yes,4200.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
509013,No,,,,,No,Yes,No,No,No,Yes,3800.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,3.0,5.0,5.0,5.0,5.0,1.0,,,,,,,3.0,9.0,2
509014,Yes,December,2014.0,,,No,Yes,No,Yes,No,Yes,9660.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,54.0,,6.0,1.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
509015,No,,,,,No,Yes,Yes,Yes,No,Yes,15400.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
509017,No,,,,,Yes,Yes,No,No,No,Yes,1000.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
509019,No,,,,,Yes,Yes,No,Yes,No,No,4500.0,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,,,9.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,9.0,1
509020,No,,,,,Yes,Yes,Yes,No,No,No,4500.0,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,,6.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,8.0,3
509023,No,,,,,No,Yes,No,No,No,No,30000.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
509024,No,,,,,Yes,Yes,No,No,No,Yes,2660.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,4.0,1.0,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
509025,No,,,,,No,Yes,No,No,No,Yes,2000.0,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,4.0,5.0,5.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
509026,No,,,,,No,Yes,Yes,Yes,No,Yes,8000.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,4.0,1.0,,,,,,,3.0,2.0,3
509029,No,,,,,Yes,Yes,Yes,No,No,Yes,3200.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,1.0,1.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
509030,No,,,,,Yes,Yes,No,Yes,No,No,5200.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,,5.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,1
509031,No,,,,,No,Yes,Yes,Yes,No,No,25000.0,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
509032,No,,,,,No,Yes,Yes,Yes,No,Yes,11000.0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
509033,No,,,,,No,Yes,No,Yes,No,No,700.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,2.0,2
509035,No,,,,,Yes,Yes,Yes,Yes,No,No,25000.0,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,,,6.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
509036,No,,,,,No,No,No,No,No,Yes,2000.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,1.0,9.0,,4.0,5.0,5.0,7.0,,,,,,,3.0,5.0,2
509039,No,,,,,No,Yes,No,No,No,Yes,3700.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,7.0,2
509041,No,,,,,No,Yes,Yes,No,No,No,6000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
509042,No,,,,,No,Yes,No,No,No,Yes,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,,,1.0,3.0,2.0,4.0,1.0,11.0,1.0,3.0,3.0,,3.0,,,3.0,9.0,2
509043,No,,,,,No,Yes,Yes,No,No,Yes,3800.0,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,,,3.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
509045,No,,,,,No,Yes,Yes,Yes,No,Yes,6060.0,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
509046,Yes,,,,,Yes,Yes,Yes,Yes,No,Yes,1850.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,6.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
509048,No,,,,,No,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,6.0,1.0,,3.0,1.0,1.0,1.0,1.0,,1.0,,,,3.0,5.0,3
509050,Yes,October,2014.0,,,No,Yes,Yes,Yes,No,Yes,,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,33.0,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,2.0,,,,3.0,7.0,3
509051,No,,,,,Yes,Yes,Yes,Yes,No,No,3200.0,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,,7.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
509052,No,,,,,Yes,Yes,No,No,No,No,2500.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
509053,No,,,,,No,Yes,No,No,No,Yes,3400.0,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,,,1.0,4.0,6.0,2.0,3.0,4.0,1.0,,,,,,,3.0,2.0,2
509055,No,,,,,Yes,Yes,Yes,No,No,No,600.0,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,3.0,2.0,1.0,,,,,,,,7.0,3
509061,No,,,,,No,Yes,Yes,Yes,No,Yes,5180.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,4.0,1.0,,,,,,,3.0,4.0,3
509062,No,,,,,No,Yes,No,No,No,Yes,3000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,,8.0,5.0,4.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
509063,No,,,,,No,Yes,Yes,No,No,No,7000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,1.0,2.0,3
509064,No,,,,,No,Yes,Yes,Yes,No,No,10000.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
509065,No,,,,,No,Yes,No,Yes,No,Yes,12800.0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,,1.0,2.0,,4.0,1.0,5.0,1.0,,,,,,,3.0,9.0,2
509066,No,,,,,No,Yes,Yes,Yes,No,Yes,5000.0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
509068,No,,,,,No,Yes,Yes,No,No,Yes,6500.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,,,1.0,1.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,8.0,3
509069,No,,,,,No,Yes,No,Yes,No,No,7500.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,,6.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
509070,No,,,,,Yes,Yes,Yes,Yes,No,No,,,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,7.0,2.0,,1.0,1.0,6.0,1.0,,,,,,,3.0,8.0,3
509071,No,,,,,No,Yes,Yes,Yes,No,Yes,32000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,5.0,3
509072,No,,,,,No,Yes,Yes,No,No,Yes,1800.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
509073,No,,,,,No,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,2.0,,,,,3.0,7.0,3
509074,No,,,,,No,Yes,No,No,No,Yes,1960.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,,1.0,1.0,,2.0,1.0,4.0,1.0,,,,,,,3.0,2.0,3
509075,No,,,,,No,Yes,No,Yes,No,No,,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,,2.0,,,3.0,8.0,2
509077,No,,,,,No,Yes,Yes,No,No,No,2000.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,4.0,5.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
509080,No,,,,,No,Yes,No,No,No,Yes,2600.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,5.0,1.0,2.0,1.0,,,,,,,3.0,5.0,3
509081,No,,,,,No,Yes,No,No,No,Yes,2000.0,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,,,1.0,3.0,2.0,5.0,5.0,5.0,1.0,,,,,,,3.0,9.0,2
509082,No,,,,,No,Yes,No,Yes,No,Yes,4000.0,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,2.0,1.0,11.0,1.0,,,,,,,3.0,2.0,3
509083,No,,,,,Yes,Yes,Yes,Yes,No,No,3800.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,6.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
509084,No,,,,,No,Yes,No,Yes,No,Yes,5880.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,3.0,5.0,5.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
509086,No,,,,,No,Yes,No,No,No,Yes,1300.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,,1.0,,5.0,1.0,11.0,1.0,,,,,,,3.0,9.0,2
509087,No,,,,,No,Yes,Yes,Yes,No,No,7800.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
509088,No,,,,,No,Yes,Yes,Yes,No,Yes,7070.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,6.0,2.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
509089,No,,,,,Yes,No,No,Yes,No,No,2000.0,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,9.0,3.0,1.0,2.0,4.0,11.0,11.0,,,,,,,3.0,5.0,3
509090,No,,,,,No,Yes,No,Yes,No,No,3000.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,3.0,,5.0,1.0,4.0,1.0,,,,,,,3.0,5.0,3
509091,No,,,,,Yes,Yes,No,No,No,Yes,1600.0,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,2.0,,6.0,1.0,5.0,1.0,,,,,,,3.0,5.0,2
509092,No,,,,,No,Yes,No,Yes,No,No,3000.0,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,,,,2.0,,5.0,1.0,5.0,1.0,,,,,,,3.0,3.0,3
509093,Yes,,2016.0,,,No,Yes,No,No,No,Yes,3580.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,1.0,1.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
509094,No,,,,,No,Yes,No,Yes,No,No,,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,3.0,2.0,,,,,3.0,7.0,3
509095,No,,,,,No,Yes,Yes,Yes,No,Yes,4100.0,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,1.0,1.0,11.0,1.0,,,,,,,3.0,3.0,3
509096,No,,,,,No,Yes,Yes,Yes,No,Yes,4000.0,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
509099,No,,,,,No,Yes,Yes,Yes,No,No,11000.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,3.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
509100,No,,,,,No,Yes,No,No,No,Yes,3000.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,4.0,1.0,11.0,1.0,,,,,,,3.0,5.0,2
509101,No,,,,,No,Yes,No,No,No,No,1600.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,9.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
509103,No,,,,,Yes,Yes,Yes,No,No,No,0.0,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
509104,Yes,June,2016.0,,,No,Yes,Yes,Yes,No,Yes,1860.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,60.0,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
509105,No,,,,,No,Yes,Yes,Yes,No,No,,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,1.0,5.0,,3.0,1.0,1.0,1.0,1.0,,2.0,,,,3.0,6.0,2
509106,No,,,,,Yes,Yes,No,No,No,Yes,138.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,,,2.0,,4.0,3.0,1.0,1.0,,,,,,,3.0,2.0,2
509107,Yes,,,,,Yes,Yes,Yes,Yes,No,No,6000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
509109,No,,,,,No,Yes,No,Yes,No,Yes,3000.0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,,,1.0,3.0,1.0,5.0,1.0,1.0,1.0,,,,,,,3.0,2.0,2
509110,No,,,,,Yes,Yes,No,Yes,No,No,5000.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
509111,No,,,,,No,Yes,No,Yes,No,Yes,5600.0,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,,,1.0,2.0,,5.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
509112,No,,,,,No,Yes,Yes,Yes,Yes,Yes,5400.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
509113,No,,,,,Yes,Yes,Yes,Yes,No,No,12000.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
509114,No,,,,,Yes,Yes,Yes,Yes,No,No,2500.0,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,7.0,2.0,,2.0,1.0,11.0,1.0,,,,,,,3.0,2.0,3
509115,No,,,,,,No,No,Yes,No,Yes,10000.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,,,3.0,1.0,7.0,4.0,11.0,7.0,,,,,,,3.0,7.0,1
509116,No,,,,,No,No,No,Yes,No,Yes,3700.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,5.0,,5.0,5.0,5.0,7.0,,,,,,,3.0,5.0,1
509117,No,,,,,No,Yes,Yes,No,Yes,Yes,4500.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
509119,No,,,,,No,Yes,Yes,Yes,No,Yes,2500.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,11.0,1.0,,,,,,,3.0,4.0,3
509120,No,,,,,No,No,No,Yes,No,Yes,6362.0,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,,1.0,9.0,5.0,4.0,5.0,5.0,7.0,,,,,,,3.0,5.0,2
509122,No,,,,,No,Yes,Yes,No,No,Yes,2000.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
509124,No,,,,,No,Yes,No,Yes,No,Yes,3500.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
509125,No,,,,,No,No,Yes,Yes,No,No,40000.0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,8.0,3
509126,Yes,August,2015.0,,,No,Yes,Yes,Yes,No,No,14000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,93.0,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,1.0,2.0,3
509128,No,,,,,Yes,Yes,No,No,No,No,14300.0,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,,,6.0,4.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
509129,No,,,,,Yes,Yes,Yes,Yes,No,No,500.0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,3.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
509130,No,,,,,No,Yes,No,No,No,Yes,3000.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,5.0,7.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,2.0,2
509131,Yes,June,2015.0,,,No,Yes,Yes,Yes,No,Yes,2500.0,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,48.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,8.0,3
509133,No,,,,,No,Yes,Yes,Yes,Yes,No,11000.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,1.0,1.0,3
509134,No,,,,,No,Yes,No,Yes,No,Yes,3000.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,8.0,6.0,4.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
509136,Yes,January,2017.0,,,No,Yes,No,No,No,Yes,4720.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,29.0,,1.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
509137,No,,,,,No,No,No,No,No,No,3060.0,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,,,6.0,7.0,,4.0,,4.0,,,,,,,,3.0,2.0,2
509138,No,,,,,No,Yes,No,No,No,Yes,4000.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,3.0,2.0,5.0,1.0,5.0,1.0,,,,,,,3.0,3.0,2
509139,No,,,,,No,Yes,No,Yes,No,Yes,17000.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,1.0,1.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
509140,No,,,,,No,No,No,No,No,Yes,6000.0,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,,,5.0,3.0,2.0,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
